RegionName,StateName,SizeRank,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
Auburn,AL,253,1174.4685622138024,1176.3119618197995,1175.442237113463,1166.0591351949831,1168.7251077764831,1178.7891158272355,1188.2263908550628,1195.039484226951,1194.5104920211968,1190.679153017598,1185.2034758724792,1190.966423696546,1199.833346254354,1203.9357793484598,1210.4435716941905,1222.7109985370691,1227.572467192034,1240.7696916192108,1253.8868459080445,1280.2513543546652,1288.4838060967918,1311.6188149705613,1314.7810424175825,1330.0320146060526,1316.2686412635303,1309.2759692736695,1305.1847842040954,1312.448422352172,1342.0707822723934,1362.346289637796,1388.5220465904508,1398.8246872115203,1401.9617105384038,1423.8847175566525,1423.9999683954002,1416.715793996347,1403.1711606421666,1406.6369901178066,1430.2157770508434,1435.7489983117025,1460.9418490518087,1476.5776572731922,1503.4355441396715,1507.4911657037844,1505.702499974112,1521.581109903472,1523.2756393735742,1539.5051265125546,1512.4429340149634,1518.4186311877645,1517.764202245106,1542.373762188472,1551.7827553815616,1580.6626984126983
Midland,TX,254,1524.6781614345043,1571.4298933563357,1570.5830020103265,1525.0494833996036,1415.4024851898223,1355.44386986705,1316.7109522247515,1289.2914353645172,1276.396237630136,1258.767118529876,1263.9142189402046,1255.0906868592213,1260.4687803454024,1247.992785852702,1241.8898541837243,1233.636430073218,1238.4680939432512,1253.4977367315355,1267.674842682332,1266.8745458115934,1260.9849631177326,1243.5974438689375,1226.6177698606132,1221.288961982709,1229.1347751235169,1245.6591314978616,1261.80470857614,1292.709083379639,1329.1694395747188,1365.819051185479,1395.994188117657,1412.827786807455,1421.248596128561,1429.5969530866173,1440.8518195118932,1449.8124162868155,1461.6644325663367,1460.6887962555552,1470.5728416840443,1478.2889337511342,1504.843176958273,1537.457981206485,1572.6056564339392,1589.075100949752,1592.943128250029,1573.7875852908062,1569.062765609526,1559.3338551379145,1560.7720467866857,1559.4354670034568,1566.3851102362678,1590.7797640156289,1603.082824225648,1632.8000158277937
Bloomington,IL,255,876.104643802841,878.5705892038245,883.9764282886078,861.0762741136434,867.6072426091422,873.2299354386628,889.2745373525332,888.0144641717706,894.0393807954156,882.0575721225337,885.8352339109291,880.0582597521378,884.5337760366101,889.2456387434845,895.7165241827295,911.0504945890748,919.546380984644,952.1919504709106,968.8822134359896,991.87026391634,993.7842130151356,1012.968885035528,1030.4799674859116,1032.835372748753,1041.584779024212,1047.3299450781287,1066.967324442455,1081.0282128217425,1089.5404535030848,1123.70921380426,1141.7862068028696,1155.6704547699508,1149.426213681151,1155.2961922614852,1168.7186680477737,1165.308811978109,1174.5396981753404,1171.6491785495862,1189.2092717693993,1184.9480293799843,1153.446469593868,1145.8735328243472,1154.0771066339037,1208.6133670686495,1233.7721314999887,1252.944637249586,1264.7067010381534,1287.486133723192,1289.65922395453,1298.417497639957,1287.625182562569,1281.0974268078826,1290.0799565908865,1302.348309178744
Hattiesburg,MS,255,,,,,,,,,,,,,,,,,,,,,,,,,1131.3899651536724,1145.94368348869,1159.5658659385538,1163.9028623029938,1174.6824043348709,1204.3822189699845,1224.472533104043,1250.320412824354,1243.8408481684737,1272.1926055599945,1271.735791468201,1296.8666408825443,1263.8741213678602,1259.8336278502743,1249.9826302145582,1271.523618432086,1270.9073800468536,1292.093988186199,1300.2992822935712,1307.0933748496109,1288.0991803245197,1284.7994676865626,1294.4391689250267,1300.220333087632,1285.8400472205287,1286.6906107485995,1296.3034241942185,1325.9612491986395,1331.390621012709,1335.339320625611
Oshkosh,WI,257,755.1481033798684,755.5726937067533,763.3928015088998,772.5056974631443,780.7686290324418,774.2312732018748,775.5592504526137,771.03327491432,782.0232263252666,794.9417949650365,792.7551086932656,,813.0247014112286,,821.6593094422527,821.7561517941391,854.781182941943,863.9087810861259,863.2977723772957,849.4306984067294,857.3813728097532,868.6165830082359,852.8611936464077,857.0963629710847,859.0430997632192,891.7281800645288,907.7479306255824,916.5868474537772,928.5181303949968,937.13554284026,952.4443889077312,945.4058065888618,944.5211419082348,941.9319332334072,949.9554395328286,944.4244570840992,949.2131109338372,955.9577537746852,970.6555121532556,978.0035671152336,989.4445650355738,999.9889107605,1015.658459734486,1013.8104115832484,1011.1803705567538,997.5686922051408,989.7189657641148,991.9636769634828,999.1582672433858,1018.3031214380318,1037.5382518681977,1049.251282153174,1065.9838968573854,1056.5510835913312
Eau Claire,WI,258,,,,,,,,,,,,,,,,,,,,,,,,,959.9252853762094,976.017912261917,977.074766247908,999.123621351216,1006.0073995592576,1012.6762364354367,1014.3681586202122,1018.8418745289716,1055.2821131921978,1058.7086316596449,1068.2419025398956,1065.1307619418224,1080.959866167883,1096.4223004617045,1082.5994906632327,1096.122688079453,1098.9474698391198,1111.109746191492,1109.734990657479,1110.6358009330809,1114.0257986461345,1116.3531032754863,1105.7680379044098,1096.7546940941734,1105.0183990064468,1122.426430921489,1142.564644686577,1140.6553071810035,1139.0360874990452,1147.6062654947036
Greenville,NC,259,1039.8599488190505,1040.8174871009537,1044.0238283141946,1049.9966786276138,1051.4247667534512,1048.1639119866652,1053.9628823452128,1051.8216351648168,1063.1054512413025,1064.683307769326,1072.400543297002,1080.1019962116548,1084.403023282529,1098.2222560185548,1103.2413838281652,1119.157053342455,1131.642785498393,1155.6654549671025,1161.611966346384,1176.1396602694977,1191.5665008873311,1210.095080831171,1205.5518520316414,1198.9807759053847,1209.757629794625,1232.1929601636698,1251.198294639201,1272.4210179516006,1284.2448064455982,1300.793833455182,1315.317911777988,1326.55594832539,1337.9233677770187,1334.870303223427,1352.7833075281342,1345.83064414699,1361.9878556515357,1360.251868942065,1381.2189079408176,1380.3008846208377,1394.5053463866172,1399.5474151450846,1415.8263169585466,1429.9934250252609,1448.6135458168085,1445.3387464485536,1440.3227042916749,1433.3313179009374,1448.1809059723878,1449.507613098827,1456.6325545249972,1448.1432141426844,1454.135956959163,1461.3338383838382
Burlington,NC,260,887.9525498253644,895.8560784119849,915.4328654316292,927.2481356769796,935.1188788956453,955.2520358452508,944.3948375882036,951.049205669813,952.6069458505486,967.4864616268518,963.8806912151674,976.7667306600551,1003.4682535318012,1022.4906975771612,1025.7190404164407,1031.2004431196376,1048.9252357516218,1071.8465270738936,1091.8195021297695,1100.2431156338955,1099.8334825466084,1100.86254214024,1107.6607433866454,1127.1864479242174,1137.0452054573304,1173.9162447898232,1188.586942408758,1209.8576265505278,1206.78433412192,1228.1965046027085,1249.236784911776,1261.1771685586427,1264.9694076330736,1269.1221251222282,1282.2825819161212,1278.930682911364,1275.28584304909,1264.720436034449,1275.9792174362542,1282.7790952485316,1298.5929167352494,1296.5776036593318,1306.2178381623503,1315.9064275301937,1343.8173630190154,1363.4465033863423,1353.0099071460313,1334.525162480943,1324.2302778891276,1347.13942062464,1367.6835625059534,1374.6644969384502,1389.3286659788491,1384.605810855811
Waterloo,IA,261,803.6773757611647,804.2595540295723,802.3077054911892,800.4902549228782,800.8700135081385,805.0302319800888,807.0314957313068,804.521807453608,805.9848977343914,808.936922111903,814.9602422713571,815.9751143577074,820.5734226178753,823.1976694812288,830.0451288735098,835.761720441138,840.4080684642842,840.422148588162,843.793419191529,841.232940953487,844.3558981331181,854.9573856078789,872.6666334624776,881.935455829658,883.8207967435459,882.0122677675078,882.6573299064003,882.1257210780226,882.1728108490563,879.819925437374,884.8713980956528,895.0257089837988,903.1473823874272,901.8472572951652,904.107093500122,904.77661895786,904.061987156016,904.240915471062,912.308144586194,920.4138910713648,926.4367734001444,938.7982256317986,946.6814995367996,953.1419169058996,955.2344826045784,959.1209165759814,959.9060850123274,946.2237328218686,952.1645405347516,956.4487756837916,973.7164743793344,982.754638925648,994.1206273140464,994.5759090151896
Coeur d'Alene,ID,262,1239.0293748682811,1248.056675512703,1249.7466565942802,1257.705615908323,1265.2073544123632,1268.1292226760393,1291.4556705796672,1314.5655935237908,1338.5993801683717,1364.7487265380737,1408.41515020912,1430.8456844093314,1446.2006797214815,1448.1764999749305,1483.2582685740988,1558.262738465645,1640.2929176389982,1720.2934137598943,1738.2902656692966,1731.0178782342975,1720.7062260998762,1699.7795650160333,1700.664233169491,1694.4289722878975,1710.091403227553,1738.1572870921732,1773.6385347222104,1816.515993247406,1851.1363079588991,1860.4961346099487,1840.7830510741549,1811.929878557602,1793.5741586285117,1777.12287436365,1758.338783721236,1740.909272734904,1738.989488604943,1745.6381938543182,1751.5599019458257,1748.7375532438607,1760.3538002063715,1776.9798083039398,1786.153444703578,1778.7183409924874,1771.3942312615795,1763.3745893961316,1771.8925096201217,1769.141167076197,1780.8128118359596,1774.7735169669984,1792.3416631324465,1813.2839686623229,1830.613720860997,1823.7268429487176
East Stroudsburg,PA,263,1194.5580903445043,1209.3769453589423,1227.1010465143286,1252.0605524600312,1245.7612282714713,1264.5160553647434,1281.4536751141743,1302.2053095151157,1308.3591492282617,1342.6072614242653,1365.3442524260977,1386.6975791462369,1387.0153199662825,1402.2631012812003,1413.9829938967569,1425.1567978496253,1445.4125192831093,1484.5777883640335,1510.955323529858,1543.7720815629202,1519.4336223000528,1529.509185090135,1523.1616532798,1577.0577236945153,1592.309910814785,1603.2139231693673,1615.8429132925958,1665.355100989132,1732.862682109035,1727.6114537755448,1713.0701507394117,1691.4590629880934,1700.755720517668,1704.395215526981,1718.6525374552164,1739.6819820479136,1746.6437913692746,1755.764479910771,1771.727469898427,1794.6987815737027,1793.656163367454,1786.8005645083629,1775.4877763031948,1765.768041918059,1767.1899315628527,1794.1313959948998,1826.7696113906252,1858.4245514257304,1879.5729944146372,1872.8005555838895,1856.619261863252,1834.590375279424,1854.4908477866777,1846.0461945461943
Pueblo,CO,264,960.9769064112794,963.8137474031362,973.4897673446268,980.7916333162772,997.5227939422208,999.314748240996,1011.0133403775516,1011.6826897739186,1032.3620438183875,1028.715577364129,1044.3967848285945,1054.4652131819882,1068.6636644400985,1077.7846556673562,1073.6955172170258,1084.7484107443595,1090.0684866612974,1107.5429306994815,1124.6335799966664,1149.6701408385409,1169.1860401699146,1178.6793528734636,1183.6402444373336,1192.3561167053294,1190.9691842864593,1198.833409648888,1213.8721013534775,1230.1084037844023,1244.9433963586157,1249.309288563839,1259.486058894286,1254.3961544064532,1249.4393200745503,1245.3962445492132,1256.8988204200898,1266.6219471614556,1281.7715691638398,1272.1966431452486,1266.894946449932,1261.9229887525626,1279.6058463265083,1298.2933165146928,1303.4723004450518,1312.1312596528535,1312.0729435457506,1315.867154470017,1296.144819796525,1297.4637970442247,1304.1223199181088,1313.280952745943,1310.319461018625,1313.6172967926314,1332.601480070079,1344.2101449275362
Blacksburg,VA,265,1297.6439109071416,1289.4449764270298,1306.1085650936798,1298.8652758841572,1300.4112149923324,1293.122363851841,1315.3480920835452,1340.0432916707025,1333.5286395640876,1327.852536205295,1328.7954030292506,1336.2455213719725,1338.0635321414536,1347.219317985736,1374.2450174316225,1376.430145944582,1371.237455358031,1395.7616678894087,1420.8872802228768,1442.9462573524006,1418.1528104037425,1408.0013634570444,1430.626200511419,1464.1578661157976,1490.9801684828274,1496.0953916562246,1498.2601328297592,1511.9689591075426,1519.0132363188743,1518.3879144930204,1519.7568801524617,1534.7773755235328,1538.0341981232673,1558.8178209263656,1590.0484390830004,1614.6085075272697,1618.9446429782113,1605.6987000172935,1628.5329742132394,1629.0473496918091,1640.9900331385677,1660.4479288727773,1670.8977121684245,1654.3285204864974,1652.293454324201,1710.5896212752975,1771.3255202850944,1751.3643046679151,1737.7870011729603,1735.46700527781,1774.8343018461137,1754.927165694428,1748.1613273154912,1743.2824074074076
Wausau,WI,266,,,,,,,,,,,,,,,,,,,,,,,,,,815.4069008145234,819.9117402852222,824.6324730262838,837.1286004400916,870.62478058082,879.875495585678,890.7166101731754,874.7149471201911,862.0649513172216,853.5007809047303,864.758612542599,892.2345444427984,888.1705918549144,876.7214246420331,874.0348606262676,897.4244843572776,914.194505103638,914.59581032123,911.771264604688,904.5145499868826,901.5351282883046,888.7324101284089,891.8327629134825,876.6072553145517,893.1585405699896,897.8399265914121,918.5385067691454,933.0238116092698,940.5188552188552
Kahului,HI,267,,,,,,,,,,,,2214.0898129482293,2262.5728857493523,2485.3984929712856,2640.2348533633453,2662.8699302716154,2653.731576270503,2793.917083000676,2899.485785162148,2983.703325475369,2860.6854790783423,2836.326758569024,2888.1191471268808,3016.036030322109,3077.480567576115,3146.7598234846346,3169.1035069206578,3213.2762075436085,3124.7056406476017,3177.389888998888,3194.8135199319804,3223.8990428622837,3127.398644660109,3113.952049911381,3227.7383695880967,3318.2547680023376,3331.636964087952,3346.1479158719767,3346.745940136273,3396.4729867477567,3322.325411776268,3364.4167966703835,3399.4305561048195,3452.993847019183,3417.0149633518195,3433.9963575283195,3407.4381982774344,3358.247616542574,3471.625799579451,3722.305209464269,3993.5931708595695,3986.258314528664,3837.991959971933,3776.986261609907
Janesville,WI,268,,,,,,,,,,,,,,,,,,,,,,,,,889.6063697881267,896.2163382556256,902.2986443835516,897.9729513336615,917.3398342046554,926.3865554595868,936.2170385109116,929.4823435226986,931.8261241235792,917.0283207983828,927.845464176008,926.0111370909968,937.7386189549262,927.90001588769,943.9355109070397,962.9639180323896,975.7512467570436,993.646163378134,991.3047219277472,1000.502464386152,999.373676559918,1002.547098307558,1003.0322647136542,995.045286412094,1000.5929027672024,1024.7315304523063,1024.2277184019415,1031.0870172661962,1020.9255285800645,1028.9722222222224
Tupelo,MS,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.318400977372,963.035302629028,984.1408679522038,980.9799892344546,984.7992705601124,980.3001897394048,992.6692219986728,980.6875196047416,991.6577971149832,984.0298620979344,1011.2833582031672,1013.9295916388804,1029.243729113302,1021.5947282106592,1031.5183197809429,1041.6303030303031
Bloomington,IN,270,1139.0110949175312,1139.6603812855844,1147.5329504096626,1143.7034093479297,1148.9302702818884,1150.0451861580025,1158.9301729362649,1157.350182223854,1170.5930560991137,1176.2039392910494,1185.6269359162093,1186.3874308232748,1195.66840910743,1204.4516541636629,1216.3699262876437,1215.2779317931402,1218.3045633241052,1215.8226495871013,1225.5316277408774,1248.710758641428,1274.3149979107632,1290.5392236679784,1293.425310178661,1279.034768751699,1283.0538382639422,1301.9659598939993,1349.472106606138,1376.7185680096918,1386.1751094811652,1382.7369521250112,1406.7459738836628,1429.662429242056,1433.7941633623586,1417.0038150132834,1400.0869636621203,1431.0016655328063,1434.4702789258392,1452.852020793317,1438.1630236894764,1457.0780102496046,1451.3120931572514,1445.0181707163736,1440.7600320743377,1447.4357477005706,1459.978796572731,1467.59737308403,1458.0127785105722,1469.3111116127402,1477.5441935918648,1488.7389387251596,1480.4991473706,1479.7538107163414,1495.859942175356,1505.3295902285265
Odessa,TX,271,1390.684456385878,1389.5375404539718,1429.749653984676,1388.424017711642,1336.9324750307355,1249.684831997646,1236.218319273925,1235.1819825657662,1216.5346710499207,1197.7589674239573,1189.7024442477218,1193.9895641343448,1200.4813332608817,1198.2474657282182,1199.352921592426,1185.4453180927835,1176.2099574431568,1170.8618482347003,1159.9168640934588,1167.1523537387332,1176.2258521353704,1192.6346865319615,1186.608920610847,1181.1889358160724,1180.3639536771766,1188.9784013018118,1206.034248770843,1221.5516019554605,1242.2787829586148,1273.801816464106,1314.9488761237742,1344.6300052021154,1351.6397658270112,1368.292683563755,1379.9697214362036,1387.2669841530262,1394.177507815915,1407.7968570206372,1423.811672309453,1428.550019658806,1441.9270437172397,1462.457166076113,1485.4456943524826,1502.3114437904944,1500.2519126591294,1487.6755793904429,1465.7239347179204,1461.068810824971,1473.9119258833164,1494.035572655033,1511.7469254956543,1503.269187402955,1497.7122468251491,1501.633966468591
State College,PA,273,1366.0589812120113,1367.303672982675,1386.0811072281251,1384.0752429255524,1379.820594686294,1396.2130514314156,1401.416684955519,,1360.2269237951257,1372.139664726092,1398.9274978839214,1389.425132393633,1385.8993058854603,1383.020047730281,1411.1356869108604,1422.8433836808665,1436.6298516253291,1452.390633392083,1469.150136799885,1487.0403651048127,1496.0384362085051,1488.9226297423882,1495.2730126046674,1510.402052590179,1521.0886677962724,1498.9228987460688,1494.9023401290722,1510.1426025702517,1533.8801387750016,1562.4343296386226,1579.650297400717,1608.5687561695142,1601.8131909232832,1594.94192591919,1581.5799220480635,1569.0674616004765,1576.099130500108,1579.311373310771,1614.4404330518926,1628.8745672721584,1656.218939798903,1661.4903911906429,1660.3254823486095,1671.9323188199296,1680.0486810822183,1691.4632611970485,1720.2891981929483,1709.2356260231588,1704.7572390419102,1678.0436960838178,1691.201542118249,1715.2926448862684,1722.7659521193589,1737.4786324786326
Sebastian,FL,274,1498.5675879947917,1513.5654274730068,1541.6417070626017,1551.4041331090311,1540.1965366366262,1525.9801507840032,1520.6193791573442,1571.2996214853986,1604.4795402969676,1657.075225917103,1666.6507050010744,1666.1370247389425,1681.6125687427375,1678.450829307041,1720.3512345972088,1752.6843789014456,1779.8234924135409,1808.921759448591,1868.6510116325933,1908.9076090848323,1958.1793965501215,1938.809531307589,2014.904045789906,2071.8741984251265,2134.720301754201,2125.353556185813,2131.6562866509457,2156.1961908098406,2164.2744610495365,2183.330588047701,2157.757938599043,2205.48032892656,2235.9564010117106,2353.8745734313256,2371.649924189959,2334.6170221403027,2317.9267139606222,2329.6401148420287,2362.8793099884915,2329.6055671190925,2342.255283680812,2308.0199826237927,2325.7510763662503,2348.4401281399973,2439.1159734884773,2562.666033497048,2610.7458379237382,2607.555030987682,2568.5244668919613,2543.6232271370573,2537.2337384802213,2466.8897319401385,2454.0821929372705,2463.7854166666666
Madera,CA,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.675730061816,1949.4625027005663,1977.9430479390203,2015.355002381764,1997.86792177662,2008.929165522863,2007.9798770331668,2064.9847527567413,2051.0298729169326,2086.0587314426275,2099.3113756387206,2134.50950886138,2098.6999253495,2057.0646467185056,2070.6421862289403,2088.2964592299136,2112.071275759702,2136.630839040068,2153.6413851287343,2184.074652484304,2164.647416926565,2221.4083207238536,2234.9691722435723,2240.345347863736,2207.7451242479506,2167.5714285714284
Decatur,AL,276,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.9353794902574,1027.0155559217649,1049.540266616808,1049.458615899532,1062.0155726618857,1072.5038034934469,1076.86379586531,1075.493325050378,1083.3426450632664,1095.280767286423,1108.68498348418,1114.1188215897737,1134.4477414019748,1147.151748192999,1157.0010360406554,1144.75429159766,1162.6028672445457,1159.1237725614155,1158.8258484172063,1165.6512298707987,1183.7263219597733,1204.7740555348803,1187.2831414390153,1205.535519792284,1211.8683947936718,1234.758878639749,1248.2248517828475,1263.2619047619048
Chambersburg,PA,277,844.9313993929476,837.9476778418083,844.8057316578453,853.0422804467759,857.31793848233,856.6652262760102,867.9772653423192,883.6292435553252,905.6378950469792,914.5610957332582,918.6909369662902,923.7224206392116,914.3803341812372,888.8047819160123,900.0737940803883,935.6453373101376,984.9623552780798,1001.34863195896,988.6906733759606,998.6966240950652,1000.3002031137704,1012.9163856228868,1027.402926957621,1028.7007046237272,1046.9377444698384,1041.3847944927886,1045.7972292892018,1045.04899844312,1063.9357485074472,1078.1164032299882,1098.7084532406338,1102.758111162814,1096.7540068032051,1087.921700892308,1096.3511618741306,1103.4668667805577,1114.4872779853167,1102.1285028219731,1114.174329005194,1112.8432860371477,1126.1169083582977,1137.948598464287,1157.7923611701187,1182.759842562673,1181.9675884079568,1191.4548415233874,1178.9245885672217,1197.6607037105164,1191.5445450552932,1184.1210293261508,1178.1898673190487,1179.4740625656862,1196.1183288442246,1194.6969696969695
Vineland,NJ,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.5942795753886,1603.3612492369327,1601.1003773958348,1577.878177489671,1564.816381034822,1560.564550548825,1588.8505444811915,1602.0881700302996,1618.1944444444443
Idaho Falls,ID,279,863.8638046897877,866.4120466050819,865.5174060630179,871.3238223928183,878.0144179467911,889.1263378243199,897.7228223353839,914.949028312708,924.2535955811816,939.5280377982516,947.5092716469626,946.3948568645504,957.034687493891,977.3450731505662,1010.0264108813273,1027.4693768144582,1047.3985151947766,1065.0316894487412,1089.4872866027486,1110.6632696623146,1133.2192585731225,1149.609942685125,1156.9815253215468,1163.9102567049752,1171.6256406974048,1176.4132507497918,1187.3815506306032,1214.051801450134,1229.2002927844878,1240.602684991773,1235.3646046861106,1233.3750176204614,1233.8743009494174,1220.5332669190325,1215.8779299557618,1206.5703115815102,1206.0716034298134,1213.1034826107823,1224.3130094247042,1230.8566253558522,1243.2021429047345,1243.016432588855,1252.147990323317,1248.0277229920289,1265.0427834238797,1268.691001418812,1259.1954369052996,1247.5780210181636,1247.2136766823346,1261.1768968771803,1270.570480463999,1276.5812684620216,1284.601399041164,1293.0523809523809
Grand Junction,CO,280,1136.2340970223083,1146.5984573123806,1133.847410124465,1130.3326135734735,1131.3522270182111,1162.768543576443,1171.050392907733,1188.005466470899,1195.3731472044228,1209.4406443869889,1221.2841313432723,1221.58455810577,1226.8270722672391,1228.1500115706303,1246.7735527176203,1255.5249557907828,1267.6874936957645,1285.0236134327458,1322.284935172291,1349.1657334743377,1373.4448672249707,1360.9367830325014,1379.1841545128043,1391.405163986502,1400.9906240928065,1409.764028655158,1405.4947815836304,1456.0606533908654,1448.4028762004357,1475.4533242249988,1463.3866373499766,1499.846369679094,1501.9827258094772,1507.963668685749,1498.212085803907,1506.1131755838048,1513.258149610963,1516.8356837279596,1520.6635501625144,1534.032365874083,1542.9644483219909,1534.4812829526295,1534.3717421379831,1539.8359852641067,1554.783333964852,1577.221985260064,1565.7276717993736,1548.2250093703033,1532.2727018421815,1564.751547745361,1605.042281541197,1634.5908116824398,1647.929946604119,1657.4576978939724
Elizabethtown,KY,281,,,,,,,,,,,,,,,,,,,,,,,,,1086.6594584780862,1141.145330644412,1125.298083610864,1122.869002189037,1111.031339216907,1133.519712886277,1172.6905245003609,1171.929418534967,1199.7064206502812,1206.252193660806,1207.972945275837,1205.8082987255527,1225.869022543461,1266.1934876174394,1303.4660491420414,1296.1894101448938,1328.4867931636068,1333.8740577453286,1371.8932364335278,1391.6770861358311,1406.6536660243296,1436.1506535849446,1455.9724584971427,1476.153567616161,1470.1437734966428,1460.0784647198727,1475.2026321805265,1481.0154682431162,1488.488914964419,1460.790404040404
Niles,MI,282,1172.8603842347804,1185.693271181671,1194.4568710260744,1202.679997570226,1179.996678075668,1170.3393933548189,1172.9261700957725,1186.0595010540344,1196.4477628338057,1201.6835626096542,1210.71767280719,1212.8791152240128,1221.1875116959752,1222.3068383349478,,1243.3144253639998,1259.5810739907083,1253.6167903728033,1281.8069121203432,1304.1050264161074,1331.7376683417365,1326.463089073181,1298.3696479751943,1322.4213834502395,1327.428029864632,1348.775498977791,1354.3885014155303,1367.5019242746748,1399.9166011065238,1431.8107974485386,1466.8303245729026,1484.4397354642967,1468.6109304429465,1486.2565189740826,1485.9581231925429,1485.3270188694682,1474.4834244014953,1506.915677425789,1519.4688271887735,1518.6097667291417,1534.07074384007,1540.7875015452062,1567.618217195576,1553.3169707031732,1569.4001613644366,1597.2680109143323,1592.1062657209416,1579.5651395951893,1525.2075802763231,1560.6110381370286,1583.1703375283853,1633.317513927537,1636.820343342545,1630.925925925926
Monroe,MI,283,,,,,,,,,,,,,,,,,,,989.8066989218792,1028.2591378791278,1051.1237776800576,1069.603720350893,1080.3963828592664,1071.4850218405445,1079.8052769502403,1104.0148927818773,1115.4056083979724,1115.0937383422313,1119.155601647029,1119.1584622946473,1128.4340366875836,1137.9342249883318,1136.664879755538,1137.1166086925664,1111.5494048194537,1101.942673118128,1104.0317810145043,1123.9650807725525,1133.3920860892326,1127.7435784656127,1119.5769477226977,1112.5041543961013,1125.422558665367,1146.197956009734,1166.8895064593048,1166.3075267187037,1156.210246673549,1133.9867227655438,1151.5492876784624,1163.3627284904285,1191.4739266226868,1175.220522590125,1179.9338623425515,1200.9444444444446
Santa Fe,NM,284,1444.297771684792,1469.4894855168325,1464.188262116197,1448.937987076847,1426.7975955792317,1428.314453786242,1427.945929858099,1445.8550133499589,1441.4400761143663,1467.2297683509382,1475.1230367417477,1484.7601733156275,1492.0437816980757,1499.818440233603,1509.343832311204,1510.2360513694248,1529.980149597727,1564.050809504955,1620.0496606772365,1667.3814818759297,1687.7967265223654,1687.759552716931,1685.921916521403,1701.662657534779,1714.3180033233548,1744.3508138406355,1771.0612163311955,1804.1726275001172,1814.486083951676,1828.3597353771504,1828.6981238439532,1837.528751959876,1838.866535221999,1842.4754760715537,1840.8456397428024,1850.2935194623,1874.250353728056,1891.133834417406,1909.173726449304,1930.2489443167028,1965.4208796391315,1986.0877200707023,1985.654291441421,1968.98205904288,1974.57097482728,1982.2008162786613,1978.7351850819723,1958.7976588253375,1937.0001150827516,1958.8772090417256,1983.2333236431512,1992.084272329396,1999.8688201466127,2011.1918382913807
Concord,NH,285,,,,,,,,,,,,,,,,,,,,,,,,,,1643.6324933753897,1682.6176050560057,1769.6738557523176,1812.918245050843,1828.1544669460616,1827.631344420648,1846.7081147932836,1763.7861123324892,1756.9647755930018,1752.4797619279086,1845.1869782501817,1904.668056724429,1944.352631900962,1984.0482071398424,1955.883719094715,1947.1365516584735,1972.2352290729468,1951.0987813219392,1974.63173652749,1939.6689358122317,1927.9128016462623,1914.8630462216745,1952.9814657050104,2014.849777734056,2032.2361934064224,2021.52713037308,2046.1285908047191,2071.297918972348,2102.012987012987
Alexandria,LA,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.2240948593512,990.9374162586888,1004.7433855960894,1028.682508241722,1013.3639792424324,998.9602948596028,977.87283950152,992.6038878646364,1001.904295021529,1010.9401500339932,1044.7748104014656,1039.0706015482745,1064.3538342452912,1051.8869047619048
Traverse City,MI,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.764230582341,1654.2051806762877,1674.2561675655818,1692.6895481694282,1657.246041873501,1677.2551565401584,1656.2426200281454,1660.7133282019324,1658.4133452877325,1619.7769899070308,1663.0388626488473,1692.970130291503,1808.2273640300195,1853.1410420493476,1867.9394017849952,1865.581963488148,1872.8237175900756,1839.6815696696049,1824.6374909280692,1753.975517952877,1781.387234095549,1762.4264133026663,1829.2799901734172,1861.9410946325077,1923.639287747924,1953.4667104235969,1963.8333333333333
